Asset tag,Name,Cod sap,WBS_1_EN,WBS_1_ES,WBS_2_EN,WBS_2_ES,WBS_3_EN,WBS_3_ES,WBS_4_EN,WBS_4_ES,Responsable,Hour day,Criticidad,Criticidad Name
3233-CH-354,CHUTE DE TRANSPORTADOR DE CARGA A CAMIÓN DE RIPIOS,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",RIPIOS DISPOSAL,DISPOSICIÓN DE RIPIOS,Ripios truck loading,Carga de ripios en camiones,Johan&Jorge,24,1,Bajo
3233-CV-317,FAJA TRANS 2400T/H 201.9M 96PULG,10016926,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",RIPIOS DISPOSAL,DISPOSICIÓN DE RIPIOS,Ripios truck loading,Carga de ripios en camiones,Johan&Jorge,24,3,Alto
3233-CV-318,FAJA TRANS 2400T/H 214.9M 96PULG,10016927,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",RIPIOS DISPOSAL,DISPOSICIÓN DE RIPIOS,Ripios truck loading,Carga de ripios en camiones,Johan&Jorge,24,3,Alto
3241-MX-302,MEZCLADOR DE ÁCIDO DE REFINO DE BAJO GRADO,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",VATS,BATEAS,Vats,Bateas,Johan&Jorge,24,1,Bajo
3241-PU-301,BOMBA SULZER A43-350 1159M3/H,10016928,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",VATS,BATEAS,Vats,Bateas,Johan&Jorge,24,2,Medio
3241-PU-302,BOMBA SULZER A43-350 1159M3/H,10016929,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",VATS,BATEAS,Vats,Bateas,Johan&Jorge,24,2,Medio
3241-PU-303,BOMBA SULZER A43-350 1159M3/H,10016930,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",VATS,BATEAS,Vats,Bateas,Johan&Jorge,24,2,Medio
3241-PU-304,BOMBA SULZER A43-350 1159M3/H,10016931,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",VATS,BATEAS,Vats,Bateas,Johan&Jorge,24,2,Medio
3241-PU-305,BOMBA SULZER A43-350 1159M3/H,10016932,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",VATS,BATEAS,Vats,Bateas,Johan&Jorge,24,2,Medio
3241-PU-306,BOMBA SULZER A43-350 1159M3/H,10016933,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",VATS,BATEAS,Vats,Bateas,Johan&Jorge,24,2,Medio
3241-PU-307,BOMBA SULZER A43-350 1159M3/H,10016934,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",VATS,BATEAS,Vats,Bateas,Johan&Jorge,24,2,Medio
3241-PU-308,BOMBA SULZER A43-350 1159M3/H,10016935,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",VATS,BATEAS,Vats,Bateas,Johan&Jorge,24,2,Medio
3241-PU-309,BOMBA SULZER A43-350 1159M3/H,10016936,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",VATS,BATEAS,Vats,Bateas,Johan&Jorge,24,2,Medio
3241-PU-310,BOMBA SULZER A43-350 1159M3/H,10016937,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",VATS,BATEAS,Vats,Bateas,Johan&Jorge,24,2,Medio
3241-PU-311,BOMBA SULZER A43-350 1159M3/H,10016938,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",VATS,BATEAS,Vats,Bateas,Johan&Jorge,24,2,Medio
3241-PU-312,BOMBA SULZER A43-350 1159M3/H,10016939,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",VATS,BATEAS,Vats,Bateas,Johan&Jorge,24,2,Medio
3241-PU-313,BOMBA SULZER A43-350 1159M3/H,10016940,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",VATS,BATEAS,Vats,Bateas,Johan&Jorge,24,2,Medio
3241-PU-314,BOMBA SULZER A43-350 1159M3/H,10016941,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",VATS,BATEAS,Vats,Bateas,Johan&Jorge,24,2,Medio
3241-PU-315,BOMBA SULZER A43-350 1159M3/H,10016942,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",VATS,BATEAS,Vats,Bateas,Johan&Jorge,24,2,Medio
3241-PU-737,BOMBA SULZER WKP33-100C 50M3/H,10016943,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",VATS,BATEAS,Vats,Bateas,Johan&Jorge,24,3,Alto
3241-PU-738,BOMBA SULZER WKP33-100C 50M3/H,10016944,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",VATS,BATEAS,Vats,Bateas,Johan&Jorge,24,3,Alto
3241-PU-739,BOMBA SULZER WKP33-100C 50M3/H,10016945,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",VATS,BATEAS,Vats,Bateas,Johan&Jorge,24,3,Alto
3241-PU-740,BOMBA SULZER WKP33-100C 50M3/H,10016946,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",VATS,BATEAS,Vats,Bateas,Johan&Jorge,24,3,Alto
3241-PU-741,BOMBA SULZER WKP33-100C 50M3/H,10016947,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",VATS,BATEAS,Vats,Bateas,Johan&Jorge,24,3,Alto
3241-TK-301,TANQUE DE BOMBEO DE BATEA No. 1,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",VATS,BATEAS,Vats,Bateas,Johan&Jorge,24,2,Medio
3241-TK-302,TANQUE DE BOMBEO DE BATEA No. 2,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",VATS,BATEAS,Vats,Bateas,Johan&Jorge,24,2,Medio
3241-TK-303,TANQUE DE BOMBEO DE BATEA No. 3,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",VATS,BATEAS,Vats,Bateas,Johan&Jorge,24,2,Medio
3241-TK-304,TANQUE DE BOMBEO DE BATEA No. 4,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",VATS,BATEAS,Vats,Bateas,Johan&Jorge,24,2,Medio
3241-TK-305,TANQUE DE BOMBEO DE BATEA No. 5,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",VATS,BATEAS,Vats,Bateas,Johan&Jorge,24,2,Medio
3241-TK-306,TANQUE DE BOMBEO DE BATEA No. 6,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",VATS,BATEAS,Vats,Bateas,Johan&Jorge,24,2,Medio
3241-TK-307,TANQUE DE BOMBEO DE BATEA No. 7,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",VATS,BATEAS,Vats,Bateas,Johan&Jorge,24,2,Medio
3241-TK-308,TANQUE DE BOMBEO DE BATEA No. 8,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",VATS,BATEAS,Vats,Bateas,Johan&Jorge,24,2,Medio
3241-TK-309,TANQUE DE BOMBEO DE BATEA No. 9,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",VATS,BATEAS,Vats,Bateas,Johan&Jorge,24,2,Medio
3241-TK-310,TANQUE DE BOMBEO DE BATEA No. 10,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",VATS,BATEAS,Vats,Bateas,Johan&Jorge,24,2,Medio
3241-TK-311,TANQUE DE BOMBEO DE BATEA No. 11,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",VATS,BATEAS,Vats,Bateas,Johan&Jorge,24,2,Medio
3241-TK-312,TANQUE DE BOMBEO DE BATEA No. 12,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",VATS,BATEAS,Vats,Bateas,Johan&Jorge,24,2,Medio
3241-TK-313,TANQUE DE BOMBEO DE BATEA No. 13,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",VATS,BATEAS,Vats,Bateas,Johan&Jorge,24,2,Medio
3241-TK-314,TANQUE DE BOMBEO DE BATEA No. 14,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",VATS,BATEAS,Vats,Bateas,Johan&Jorge,24,2,Medio
3241-TK-315,TANQUE DE BOMBEO DE BATEA No. 15,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",VATS,BATEAS,Vats,Bateas,Johan&Jorge,24,2,Medio
3242-PU-742,BOMBA SULZER WPP32-80 60M3/H,10016949,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",VATS,BATEAS,Vats General,Bateas - General,Johan&Jorge,24,2,Medio
3242-PU-743,BOMBA CENTRIFUGA,10016950,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",VATS,BATEAS,Vats General,Bateas - General,Johan&Jorge,24,2,Medio
3242-TK-377,TANQUE LEPSA 127M3,10016948,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",VATS,BATEAS,Vats General,Bateas - General,Johan&Jorge,24,2,Medio
3251-PU-321,BOMBA 25M3/H 4BAR,10016967,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",PONDS,POZAS,HG PLS pond,Poza de Solución Enriquecida de Lixiviación de Alta Ley,Johan&Jorge,24,3,Alto
3251-PU-322,BOMBA SULZER A53-300 950M3/H,10016951,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",PONDS,POZAS,HG PLS pond,Poza de Solución Enriquecida de Lixiviación de Alta Ley,Johan&Jorge,24,3,Alto
3251-PU-323,BOMBA SULZER A53-300 950M3/H,10016952,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",PONDS,POZAS,HG PLS pond,Poza de Solución Enriquecida de Lixiviación de Alta Ley,Johan&Jorge,24,3,Alto
3251-TK-317,TANQUE LEPSA 35.2M3,10016953,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",PONDS,POZAS,HG PLS pond,Poza de Solución Enriquecida de Lixiviación de Alta Ley,Johan&Jorge,24,2,Medio
3252-PU-324,BOMBA SULZER A53-250 900M3/H,10016954,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",PONDS,POZAS,LG PLS pond,Poza de Solución Enriquecida de Lixiviación de Baja Ley,Johan&Jorge,24,3,Alto
3252-PU-325,BOMBA SULZER A53-250 900M3/H,10016955,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",PONDS,POZAS,LG PLS pond,Poza de Solución Enriquecida de Lixiviación de Baja Ley,Johan&Jorge,24,3,Alto
3252-PU-365,BOMBA SULZER SP 8A-3N 7M3/H,10016956,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",PONDS,POZAS,LG PLS pond,Poza de Solución Enriquecida de Lixiviación de Baja Ley,Johan&Jorge,24,1,Bajo
3252-TK-318,TANQUE LEPSA 35.2M3,10016957,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",PONDS,POZAS,LG PLS pond,Poza de Solución Enriquecida de Lixiviación de Baja Ley,Johan&Jorge,24,2,Medio
3253-PU-326,BOMBA SULZER A55-300 1173M3/H,10016958,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",PONDS,POZAS,HG Raffinate pond,Poza de Refino de Alta Ley,Johan&Jorge,24,3,Alto
3253-PU-327,BOMBA SULZER A55-300 1173M3/H,10016959,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",PONDS,POZAS,HG Raffinate pond,Poza de Refino de Alta Ley,Johan&Jorge,24,3,Alto
3253-PU-328,BOMBA SULZER A33-100 115M3/H,10016960,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",PONDS,POZAS,HG Raffinate pond,Poza de Refino de Alta Ley,Johan&Jorge,24,3,Alto
3253-PU-329,BOMBA SULZER A33-100 115M3/H,10016961,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",PONDS,POZAS,HG Raffinate pond,Poza de Refino de Alta Ley,Johan&Jorge,24,3,Alto
3253-TK-319,TANQUE LEPSA 37.7M3,10016964,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",PONDS,POZAS,HG Raffinate pond,Poza de Refino de Alta Ley,Johan&Jorge,24,2,Medio
3253-TK-320,TANQUE LEPSA 4.6M3,10016965,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",PONDS,POZAS,HG Raffinate pond,Poza de Refino de Alta Ley,Johan&Jorge,24,2,Medio
3254-PU-330,BOMBA SULZER A53-250 924M3/H,10016962,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",PONDS,POZAS,LG Raffinate pond,Poza de Refino de Baja Ley,Johan&Jorge,24,3,Alto
3254-PU-331,BOMBA CENTRIFUGA,10016963,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",PONDS,POZAS,LG Raffinate pond,Poza de Refino de Baja Ley,Johan&Jorge,24,3,Alto
3254-TK-321,TANQUE LEPSA 35.2M3,10016966,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",PONDS,POZAS,LG Raffinate pond,Poza de Refino de Baja Ley,Johan&Jorge,24,2,Medio
3261-CL-301,CLARIFICADOR PLS OUTOTEC 35M,10016968,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",CLARIFICATION,CLARIFICACIÓN,Clarifier,Clarificador,Johan&Jorge,24,4,Critico
3261-FA-338,VENTILADOR DE EXTRACCIÓN DE LA DESCARGA DEL CLARIFICADOR DE ÓXIDOS,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",CLARIFICATION,CLARIFICACIÓN,Clarifier,Clarificador,Johan&Jorge,24,2,Medio
3261-MX-305,MEZCLADOR HELICOIDAL,10016969,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",CLARIFICATION,CLARIFICACIÓN,Clarifier,Clarificador,Johan&Jorge,24,1,Bajo
3261-PU-332,BOMBA SULZER A32-65 47M3/H,10016970,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",CLARIFICATION,CLARIFICACIÓN,Clarifier,Clarificador,Johan&Jorge,24,3,Alto
3261-PU-333,BOMBA SULZER A41-300 900M3/H,10016971,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",CLARIFICATION,CLARIFICACIÓN,Clarifier,Clarificador,Johan&Jorge,24,3,Alto
3261-TK-323,TANQUE LEPSA,10016972,OXIDE PLANT,PLANTA DE ÓXIDO,"PRE-TREATMENT, VATS AND PONDS","PRETRATAMIENTO, BATEAS Y POZAS",CLARIFICATION,CLARIFICACIÓN,Clarifier,Clarificador,Johan&Jorge,24,2,Medio
3321-PU-334,BOMBA GOULDS 3196 1.5X3-8 18M3/H,10016975,OXIDE PLANT,PLANTA DE ÓXIDO,SX/EW PLANT ,PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,SOLVENT EXTRACTION,EXTRACCIÓN SOLVENTE,Mixer Settlers,Mezclador Decantadores,Johan&Jorge,24,2,Medio
3321-PU-335,BOMBA GOULDS NM3171 ST 1.5x3-8 18M3/H,10016981,OXIDE PLANT,PLANTA DE ÓXIDO,SX/EW PLANT ,PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,SOLVENT EXTRACTION,EXTRACCIÓN SOLVENTE,Mixer Settlers,Mezclador Decantadores,Johan&Jorge,24,2,Medio
3321-TK-330,TANQUE LEPSA 42.3M3,10016982,OXIDE PLANT,PLANTA DE ÓXIDO,SX/EW PLANT ,PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,SOLVENT EXTRACTION,EXTRACCIÓN SOLVENTE,Mixer Settlers,Mezclador Decantadores,Johan&Jorge,24,2,Medio
3321-TK-331,TANQUE LEPSA 42.3M3,10016983,OXIDE PLANT,PLANTA DE ÓXIDO,SX/EW PLANT ,PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,SOLVENT EXTRACTION,EXTRACCIÓN SOLVENTE,Mixer Settlers,Mezclador Decantadores,Johan&Jorge,24,2,Medio
3321-TK-332,TANQUE LEPSA 42.3M3,10016973,OXIDE PLANT,PLANTA DE ÓXIDO,SX/EW PLANT ,PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,SOLVENT EXTRACTION,EXTRACCIÓN SOLVENTE,Mixer Settlers,Mezclador Decantadores,Johan&Jorge,24,2,Medio
3321-TK-333,TANQUE LEPSA 42.3M3,10016974,OXIDE PLANT,PLANTA DE ÓXIDO,SX/EW PLANT ,PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,SOLVENT EXTRACTION,EXTRACCIÓN SOLVENTE,Mixer Settlers,Mezclador Decantadores,Johan&Jorge,24,2,Medio
3321-TK-334,TANQUE LEPSA 42.3M3,10016977,OXIDE PLANT,PLANTA DE ÓXIDO,SX/EW PLANT ,PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,SOLVENT EXTRACTION,EXTRACCIÓN SOLVENTE,Mixer Settlers,Mezclador Decantadores,Johan&Jorge,24,2,Medio
3321-TK-335,TANQUE LEPSA 42.3M3,10016978,OXIDE PLANT,PLANTA DE ÓXIDO,SX/EW PLANT ,PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,SOLVENT EXTRACTION,EXTRACCIÓN SOLVENTE,Mixer Settlers,Mezclador Decantadores,Johan&Jorge,24,2,Medio
3321-TK-336,TANQUE LEPSA 42.3M3,10016979,OXIDE PLANT,PLANTA DE ÓXIDO,SX/EW PLANT ,PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,SOLVENT EXTRACTION,EXTRACCIÓN SOLVENTE,Mixer Settlers,Mezclador Decantadores,Johan&Jorge,24,2,Medio
3321-TK-337,TANQUE LEPSA 42.3M3,10016980,OXIDE PLANT,PLANTA DE ÓXIDO,SX/EW PLANT ,PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,SOLVENT EXTRACTION,EXTRACCIÓN SOLVENTE,Mixer Settlers,Mezclador Decantadores,Johan&Jorge,24,2,Medio
3321-TK-338,TANQUE LEPSA 42.3M3,10016985,OXIDE PLANT,PLANTA DE ÓXIDO,SX/EW PLANT ,PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,SOLVENT EXTRACTION,EXTRACCIÓN SOLVENTE,Mixer Settlers,Mezclador Decantadores,Johan&Jorge,24,2,Medio
3321-TK-339,TANQUE LEPSA 42.3M3,10016986,OXIDE PLANT,PLANTA DE ÓXIDO,SX/EW PLANT ,PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,SOLVENT EXTRACTION,EXTRACCIÓN SOLVENTE,Mixer Settlers,Mezclador Decantadores,Johan&Jorge,24,2,Medio
3322-PU-336,BOMBA PROMINENT NM053BY01L07B 20M3/H,10016976,OXIDE PLANT,PLANTA DE ÓXIDO,SX/EW PLANT ,PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,SOLVENT EXTRACTION,EXTRACCIÓN SOLVENTE,Loaded Organic Handling,Manejo de Orgánicos Cargados,Johan&Jorge,24,2,Medio
3322-PU-337,BOMBA SULZER APP11-50 18M3/H,10016987,OXIDE PLANT,PLANTA DE ÓXIDO,SX/EW PLANT ,PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,SOLVENT EXTRACTION,EXTRACCIÓN SOLVENTE,Loaded Organic Handling,Manejo de Orgánicos Cargados,Johan&Jorge,24,2,Medio
3322-PU-338,BOMBA SULZER A51-400 990M3/H,10016988,OXIDE PLANT,PLANTA DE ÓXIDO,SX/EW PLANT ,PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,SOLVENT EXTRACTION,EXTRACCIÓN SOLVENTE,Loaded Organic Handling,Manejo de Orgánicos Cargados,Johan&Jorge,24,2,Medio
3322-TK-340,TANQUE LEPSA 173M3,10016989,OXIDE PLANT,PLANTA DE ÓXIDO,SX/EW PLANT ,PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,SOLVENT EXTRACTION,EXTRACCIÓN SOLVENTE,Loaded Organic Handling,Manejo de Orgánicos Cargados,Johan&Jorge,24,2,Medio
3322-TK-341,TANQUE LEPSA 173M3,10016990,OXIDE PLANT,PLANTA DE ÓXIDO,SX/EW PLANT ,PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,SOLVENT EXTRACTION,EXTRACCIÓN SOLVENTE,Loaded Organic Handling,Manejo de Orgánicos Cargados,Johan&Jorge,24,2,Medio
3323-PU-339,BOMBA SULZER A44-150 482M3/H,10016984,OXIDE PLANT,PLANTA DE ÓXIDO,SX/EW PLANT ,PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,SOLVENT EXTRACTION,EXTRACCIÓN SOLVENTE,Strong Electrolyte Handling,Manejo de Electrolito Fuerte,Johan&Jorge,24,2,Medio
3323-TK-342,TANQUE LEPSA 238M3,10016991,OXIDE PLANT,PLANTA DE ÓXIDO,SX/EW PLANT ,PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,SOLVENT EXTRACTION,EXTRACCIÓN SOLVENTE,Strong Electrolyte Handling,Manejo de Electrolito Fuerte,Johan&Jorge,24,2,Medio
3324-CE-301,CENTRIFUGA FLOTTWEG Z4E-4/941,10017001,OXIDE PLANT,PLANTA DE ÓXIDO,SX/EW PLANT ,PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,SOLVENT EXTRACTION,EXTRACCIÓN SOLVENTE,Crud Treatment,Tratamiento de Crud,Johan&Jorge,24,3,Alto
3324-CH-380,CHUTE DE SÓLIDO DE CENTRÍFUGA DE CRUDO,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,SX/EW PLANT ,PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,SOLVENT EXTRACTION,EXTRACCIÓN SOLVENTE,Crud Treatment,Tratamiento de Crud,Johan&Jorge,24,0,No Critico
3324-CH-381,CHUTE DE DESCARGA DE ORGÁNICO DE CENTRÍFUGA DE CRUDO,#N/A,OXIDE PLANT,PLANTA DE ÓXIDO,SX/EW PLANT ,PLANTA DE EXTRACCIÓN SOLVENTE/ELECTRODEPOSICIÓN,SOLVENT EXTRACTION,EXTRACCIÓN SOLVENTE,Crud Treatment,Tratamiento de Crud,Johan&Jorge,24,0,No Critico
